Country;Country_code;Who_region;Wb_income;Year;Month;Agegroup;Deaths;
Republic of Moldova;MDA;EUR;UMC;2025;5;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;4;65+;1;
Republic of Moldova;MDA;EUR;UMC;2025;4;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;3;65+;;
Republic of Moldova;MDA;EUR;UMC;2025;3;5_14;;
Republic of Moldova;MDA;EUR;UMC;2025;3;15_64;;
Republic of Moldova;MDA;EUR;UMC;2025;2;65+;;
Republic of Moldova;MDA;EUR;UMC;2025;2;5_14;;
Republic of Moldova;MDA;EUR;UMC;2025;10;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;2;15_64;;
Republic of Moldova;MDA;EUR;UMC;2025;12;0_4;0;
Republic of Moldova;MDA;EUR;UMC;2025;9;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;1;65+;;
Republic of Moldova;MDA;EUR;UMC;2025;11;0_4;0;
Republic of Moldova;MDA;EUR;UMC;2025;8;65+;1;
Republic of Moldova;MDA;EUR;UMC;2025;8;0_4;0;
Republic of Moldova;MDA;EUR;UMC;2025;9;0_4;0;
Republic of Moldova;MDA;EUR;UMC;2025;8;15_64;1;
Republic of Moldova;MDA;EUR;UMC;2025;9;5_14;0;
Romania;ROU;EUR;HIC;2025;2;5_14;0;
Romania;ROU;EUR;HIC;2025;6;65+;0;
Romania;ROU;EUR;HIC;2025;1;5_14;0;
Romania;ROU;EUR;HIC;2025;2;15_64;0;
Romania;ROU;EUR;HIC;2025;5;15_64;0;
Romania;ROU;EUR;HIC;2025;1;0_4;0;
Romania;ROU;EUR;HIC;2025;4;15_64;0;
Romania;ROU;EUR;HIC;2025;3;5_14;0;
Romania;ROU;EUR;HIC;2025;8;0_4;0;
Romania;ROU;EUR;HIC;2025;1;65+;5;
Republic of Moldova;MDA;EUR;UMC;2025;12;5_14;0;
Republic of Moldova;MDA;EUR;UMC;2025;12;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;11;65+;0;
Republic of Moldova;MDA;EUR;UMC;2025;11;5_14;0;
Republic of Moldova;MDA;EUR;UMC;2025;10;5_14;0;
Republic of Moldova;MDA;EUR;UMC;2025;11;15_64;0;
Republic of Moldova;MDA;EUR;UMC;2025;10;0_4;0;
Republic of Moldova;MDA;EUR;UMC;2025;9;65+;2;
Republic of Moldova;MDA;EUR;UMC;2025;12;65+;0;
Qatar;QAT;EMR;HIC;2025;4;65+;;
Qatar;QAT;EMR;HIC;2025;10;0_4;;
Qatar;QAT;EMR;HIC;2025;9;65+;;
Portugal;PRT;EUR;HIC;2025;7;0_4;0;
Portugal;PRT;EUR;HIC;2025;5;65+;27;
Portugal;PRT;EUR;HIC;2025;6;0_4;0;
Portugal;PRT;EUR;HIC;2025;5;0_4;0;
Portugal;PRT;EUR;HIC;2025;4;65+;19;
Portugal;PRT;EUR;HIC;2025;4;0_4;0;
Portugal;PRT;EUR;HIC;2025;4;15_64;1;
Portugal;PRT;EUR;HIC;2025;3;65+;6;
Portugal;PRT;EUR;HIC;2025;3;5_14;0;
Portugal;PRT;EUR;HIC;2025;1;0_4;0;
Portugal;PRT;EUR;HIC;2025;3;0_4;0;
Poland;POL;EUR;HIC;2025;12;15_64;;
Poland;POL;EUR;HIC;2025;10;0_4;0;
Poland;POL;EUR;HIC;2025;9;0_4;;
Poland;POL;EUR;HIC;2025;8;65+;1;
Poland;POL;EUR;HIC;2025;7;5_14;0;
Poland;POL;EUR;HIC;2025;7;0_4;0;
Portugal;PRT;EUR;HIC;2025;1;5_14;0;
Portugal;PRT;EUR;HIC;2025;6;65+;54;
Portugal;PRT;EUR;HIC;2025;7;15_64;2;
Portugal;PRT;EUR;HIC;2025;1;65+;23;
Portugal;PRT;EUR;HIC;2025;8;0_4;0;
Portugal;PRT;EUR;HIC;2025;2;15_64;4;
Portugal;PRT;EUR;HIC;2025;11;65+;18;
Portugal;PRT;EUR;HIC;2025;12;15_64;1;
Portugal;PRT;EUR;HIC;2025;5;5_14;0;
Portugal;PRT;EUR;HIC;2025;2;0_4;0;
Portugal;PRT;EUR;HIC;2025;11;5_14;0;
Portugal;PRT;EUR;HIC;2025;11;15_64;1;
Poland;POL;EUR;HIC;2025;6;65+;0;
Portugal;PRT;EUR;HIC;2025;5;15_64;2;
Portugal;PRT;EUR;HIC;2025;11;0_4;0;
Portugal;PRT;EUR;HIC;2025;10;65+;66;
Portugal;PRT;EUR;HIC;2025;4;5_14;0;
Portugal;PRT;EUR;HIC;2025;9;15_64;8;
Portugal;PRT;EUR;HIC;2025;10;5_14;0;
Portugal;PRT;EUR;HIC;2025;3;15_64;0;
Portugal;PRT;EUR;HIC;2025;7;65+;91;
Portugal;PRT;EUR;HIC;2025;9;5_14;0;
Portugal;PRT;EUR;HIC;2025;1;15_64;0;
Portugal;PRT;EUR;HIC;2025;2;5_14;0;
Poland;POL;EUR;HIC;2025;6;5_14;0;
Poland;POL;EUR;HIC;2025;12;5_14;;
Poland;POL;EUR;HIC;2025;10;15_64;;
Poland;POL;EUR;HIC;2025;6;15_64;0;
Poland;POL;EUR;HIC;2025;5;15_64;;
Poland;POL;EUR;HIC;2025;8;15_64;1;
Poland;POL;EUR;HIC;2025;5;65+;;
Poland;POL;EUR;HIC;2025;2;0_4;;
Poland;POL;EUR;HIC;2025;8;0_4;0;
Poland;POL;EUR;HIC;2025;4;65+;1;
Poland;POL;EUR;HIC;2025;5;0_4;;
Poland;POL;EUR;HIC;2025;4;0_4;0;
Poland;POL;EUR;HIC;2025;4;5_14;0;
Poland;POL;EUR;HIC;2025;2;15_64;0;
Poland;POL;EUR;HIC;2025;3;15_64;;
Poland;POL;EUR;HIC;2025;1;15_64;;
Poland;POL;EUR;HIC;2025;3;0_4;;
Poland;POL;EUR;HIC;2025;1;0_4;;
Pitcairn;PCN;WPR;;2025;12;15_64;;
Poland;POL;EUR;HIC;2025;1;5_14;;
Poland;POL;EUR;HIC;2025;5;5_14;;
Poland;POL;EUR;HIC;2025;7;15_64;0;
Poland;POL;EUR;HIC;2025;10;5_14;;
Poland;POL;EUR;HIC;2025;4;15_64;0;
Poland;POL;EUR;HIC;2025;12;0_4;;
Poland;POL;EUR;HIC;2025;3;65+;;
Poland;POL;EUR;HIC;2025;11;65+;;
Poland;POL;EUR;HIC;2025;11;5_14;0;
Poland;POL;EUR;HIC;2025;3;5_14;;
Poland;POL;EUR;HIC;2025;11;0_4;;
Poland;POL;EUR;HIC;2025;10;65+;;
Poland;POL;EUR;HIC;2025;6;0_4;0;
Poland;POL;EUR;HIC;2025;9;65+;;
Poland;POL;EUR;HIC;2025;12;65+;2;
Poland;POL;EUR;HIC;2025;9;5_14;0;
Poland;POL;EUR;HIC;2025;8;5_14;0;
Poland;POL;EUR;HIC;2025;2;5_14;;
Poland;POL;EUR;HIC;2025;11;15_64;;
Poland;POL;EUR;HIC;2025;9;15_64;;
Poland;POL;EUR;HIC;2025;7;65+;1;
Poland;POL;EUR;HIC;2025;1;65+;;
Poland;POL;EUR;HIC;2025;2;65+;;
Portugal;PRT;EUR;HIC;2025;12;5_14;0;
Portugal;PRT;EUR;HIC;2025;2;65+;13;
Portugal;PRT;EUR;HIC;2025;8;15_64;7;
Qatar;QAT;EMR;HIC;2025;6;0_4;;
Qatar;QAT;EMR;HIC;2025;5;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;9;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;9;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;8;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;8;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;7;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;7;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;4;65+;;
Puerto Rico;PRI;AMR;HIC;2025;4;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;3;65+;;
Puerto Rico;PRI;AMR;HIC;2025;3;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;3;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;2;65+;;
Puerto Rico;PRI;AMR;HIC;2025;2;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;1;65+;;
Puerto Rico;PRI;AMR;HIC;2025;12;5_14;;
Qatar;QAT;EMR;HIC;2025;6;65+;;
Qatar;QAT;EMR;HIC;2025;10;15_64;;
Qatar;QAT;EMR;HIC;2025;11;15_64;;
Qatar;QAT;EMR;HIC;2025;12;5_14;;
Qatar;QAT;EMR;HIC;2025;4;5_14;;
Qatar;QAT;EMR;HIC;2025;8;65+;;
Qatar;QAT;EMR;HIC;2025;7;65+;;
Qatar;QAT;EMR;HIC;2025;4;0_4;;
Qatar;QAT;EMR;HIC;2025;6;5_14;;
Qatar;QAT;EMR;HIC;2025;6;15_64;;
Qatar;QAT;EMR;HIC;2025;3;65+;;
Qatar;QAT;EMR;HIC;2025;5;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;1;5_14;;
Qatar;QAT;EMR;HIC;2025;5;15_64;;
Qatar;QAT;EMR;HIC;2025;3;0_4;;
Qatar;QAT;EMR;HIC;2025;2;65+;;
Qatar;QAT;EMR;HIC;2025;2;5_14;;
Qatar;QAT;EMR;HIC;2025;2;0_4;;
Qatar;QAT;EMR;HIC;2025;1;65+;;
Qatar;QAT;EMR;HIC;2025;1;5_14;;
Qatar;QAT;EMR;HIC;2025;1;0_4;;
Qatar;QAT;EMR;HIC;2025;12;65+;;
Qatar;QAT;EMR;HIC;2025;3;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;12;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;1;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;11;65+;;
Puerto Rico;PRI;AMR;HIC;2025;11;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;11;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;10;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;6;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;6;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;5;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;5;0_4;;
Portugal;PRT;EUR;HIC;2025;12;65+;14;
Puerto Rico;PRI;AMR;HIC;2025;12;65+;;
Portugal;PRT;EUR;HIC;2025;10;15_64;1;
Portugal;PRT;EUR;HIC;2025;9;65+;77;
Portugal;PRT;EUR;HIC;2025;9;0_4;0;
Portugal;PRT;EUR;HIC;2025;12;0_4;0;
Portugal;PRT;EUR;HIC;2025;7;5_14;0;
Portugal;PRT;EUR;HIC;2025;8;65+;106;
Portugal;PRT;EUR;HIC;2025;6;5_14;0;
Portugal;PRT;EUR;HIC;2025;8;5_14;0;
Portugal;PRT;EUR;HIC;2025;6;15_64;1;
Portugal;PRT;EUR;HIC;2025;10;0_4;0;
Pitcairn;PCN;WPR;;2025;8;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;1;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;3;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;10;65+;;
Puerto Rico;PRI;AMR;HIC;2025;9;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;12;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;11;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;8;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;10;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;10;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;7;0_4;;
Puerto Rico;PRI;AMR;HIC;2025;2;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;9;65+;;
Puerto Rico;PRI;AMR;HIC;2025;6;65+;;
Puerto Rico;PRI;AMR;HIC;2025;7;65+;;
Puerto Rico;PRI;AMR;HIC;2025;6;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;5;65+;;
Puerto Rico;PRI;AMR;HIC;2025;5;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;4;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;4;15_64;;
Puerto Rico;PRI;AMR;HIC;2025;2;5_14;;
Puerto Rico;PRI;AMR;HIC;2025;8;65+;;
Burundi;BDI;AFR;LIC;2025;5;0_4;;
Zimbabwe;ZWE;AFR;LMC;2025;12;15_64;;
Bermuda;BMU;AMR;HIC;2025;11;15_64;;
Bermuda;BMU;AMR;HIC;2025;6;0_4;;
Anguilla;AIA;AMR;;2025;1;0_4;;
Anguilla;AIA;AMR;;2025;1;5_14;;
Bonaire;XAA;AMR;;2025;11;65+;;
Anguilla;AIA;AMR;;2025;1;15_64;;
Anguilla;AIA;AMR;;2025;2;5_14;;
Anguilla;AIA;AMR;;2025;2;15_64;;
Bonaire;XAA;AMR;;2025;11;15_64;;
Anguilla;AIA;AMR;;2025;3;5_14;;
Anguilla;AIA;AMR;;2025;4;5_14;;
Anguilla;AIA;AMR;;2025;4;15_64;;
Anguilla;AIA;AMR;;2025;5;65+;;
Bonaire;XAA;AMR;;2025;10;15_64;;
Anguilla;AIA;AMR;;2025;7;5_14;;
Anguilla;AIA;AMR;;2025;6;65+;;
Bonaire;XAA;AMR;;2025;11;5_14;;
Anguilla;AIA;AMR;;2025;3;15_64;;
Bermuda;BMU;AMR;HIC;2025;6;5_14;;
Albania;ALB;EUR;UMC;2025;2;0_4;;
Bermuda;BMU;AMR;HIC;2025;7;15_64;;
Bermuda;BMU;AMR;HIC;2025;10;5_14;;
Bermuda;BMU;AMR;HIC;2025;8;5_14;;
Bermuda;BMU;AMR;HIC;2025;1;5_14;;
Bermuda;BMU;AMR;HIC;2025;8;0_4;;
Bermuda;BMU;AMR;HIC;2025;9;65+;;
Albania;ALB;EUR;UMC;2025;1;5_14;;
Bermuda;BMU;AMR;HIC;2025;7;5_14;;
Bermuda;BMU;AMR;HIC;2025;1;15_64;;
Bermuda;BMU;AMR;HIC;2025;5;65+;;
Albania;ALB;EUR;UMC;2025;1;65+;;
Bermuda;BMU;AMR;HIC;2025;8;65+;;
Bermuda;BMU;AMR;HIC;2025;3;0_4;;
Bermuda;BMU;AMR;HIC;2025;2;0_4;;
Bermuda;BMU;AMR;HIC;2025;7;65+;;
Bermuda;BMU;AMR;HIC;2025;1;0_4;;
Australia;AUS;WPR;HIC;2025;9;65+;;
Albania;ALB;EUR;UMC;2025;6;65+;;
Anguilla;AIA;AMR;;2025;7;65+;;
Bonaire;XAA;AMR;;2025;9;0_4;;
Bonaire;XAA;AMR;;2025;11;0_4;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;11;0_4;
Bulgaria;BGR;EUR;HIC;2025;8;0_4;;
Bulgaria;BGR;EUR;HIC;2025;11;5_14;;
Bulgaria;BGR;EUR;HIC;2025;2;0_4;;
Bulgaria;BGR;EUR;HIC;2025;11;0_4;;
Bulgaria;BGR;EUR;HIC;2025;7;65+;;
British Virgin Islands;VGB;AMR;HIC;2025;1;0_4;0;
Bulgaria;BGR;EUR;HIC;2025;10;65+;;
Bulgaria;BGR;EUR;HIC;2025;1;0_4;;
Bulgaria;BGR;EUR;HIC;2025;10;0_4;;
Austria;AUT;EUR;HIC;2025;2;5_14;;
Bulgaria;BGR;EUR;HIC;2025;7;5_14;;
Bulgaria;BGR;EUR;HIC;2025;9;15_64;;
Bulgaria;BGR;EUR;HIC;2025;6;65+;;
Bulgaria;BGR;EUR;HIC;2025;7;0_4;;
Bulgaria;BGR;EUR;HIC;2025;6;5_14;;
Austria;AUT;EUR;HIC;2025;9;15_64;;
Bulgaria;BGR;EUR;HIC;2025;5;65+;;
Bulgaria;BGR;EUR;HIC;2025;11;65+;;
Bermuda;BMU;AMR;HIC;2025;9;0_4;;
Bulgaria;BGR;EUR;HIC;2025;2;5_14;;
Bulgaria;BGR;EUR;HIC;2025;3;0_4;;
Anguilla;AIA;AMR;;2025;7;0_4;;
Bonaire;XAA;AMR;;2025;8;0_4;;
Anguilla;AIA;AMR;;2025;8;5_14;;
Bonaire;XAA;AMR;;2025;10;65+;;
Bulgaria;BGR;EUR;HIC;2025;11;15_64;;
Bulgaria;BGR;EUR;HIC;2025;10;5_14;;
Bulgaria;BGR;EUR;HIC;2025;12;15_64;;
Bulgaria;BGR;EUR;HIC;2025;10;15_64;;
Bulgaria;BGR;EUR;HIC;2025;12;0_4;;
British Virgin Islands;VGB;AMR;HIC;2025;1;5_14;0;
Bulgaria;BGR;EUR;HIC;2025;9;0_4;;
Bulgaria;BGR;EUR;HIC;2025;9;65+;;
Bulgaria;BGR;EUR;HIC;2025;4;5_14;;
Bulgaria;BGR;EUR;HIC;2025;9;5_14;;
British Virgin Islands;VGB;AMR;HIC;2025;2;15_64;0;
Bulgaria;BGR;EUR;HIC;2025;4;0_4;;
Bulgaria;BGR;EUR;HIC;2025;8;65+;;
Bulgaria;BGR;EUR;HIC;2025;8;5_14;;
Bulgaria;BGR;EUR;HIC;2025;6;15_64;;
Bermuda;BMU;AMR;HIC;2025;1;65+;;
Bermuda;BMU;AMR;HIC;2025;11;5_14;;
Argentina;ARG;AMR;UMC;2025;10;65+;12;
Belarus;BLR;EUR;UMC;2025;2;15_64;;
Armenia;ARM;EUR;UMC;2025;6;5_14;;
Belarus;BLR;EUR;UMC;2025;9;15_64;;
Argentina;ARG;AMR;UMC;2025;11;0_4;;
Belarus;BLR;EUR;UMC;2025;3;0_4;;
Belarus;BLR;EUR;UMC;2025;10;0_4;;
Belarus;BLR;EUR;UMC;2025;8;15_64;;
Belarus;BLR;EUR;UMC;2025;3;15_64;;
Belarus;BLR;EUR;UMC;2025;4;0_4;;
Belarus;BLR;EUR;UMC;2025;11;0_4;;
Andorra;AND;EUR;HIC;2025;11;65+;;
Belarus;BLR;EUR;UMC;2025;4;15_64;;
Belarus;BLR;EUR;UMC;2025;4;5_14;;
Argentina;ARG;AMR;UMC;2025;11;5_14;1;
Belarus;BLR;EUR;UMC;2025;5;65+;;
Belarus;BLR;EUR;UMC;2025;10;65+;;
Andorra;AND;EUR;HIC;2025;4;5_14;;
Belarus;BLR;EUR;UMC;2025;2;0_4;;
Belarus;BLR;EUR;UMC;2025;7;15_64;;
Belarus;BLR;EUR;UMC;2025;8;5_14;;
Belarus;BLR;EUR;UMC;2025;12;15_64;;
Belarus;BLR;EUR;UMC;2025;9;5_14;;
Argentina;ARG;AMR;UMC;2025;7;65+;6;
Belarus;BLR;EUR;UMC;2025;12;5_14;;
Belarus;BLR;EUR;UMC;2025;10;15_64;;
Argentina;ARG;AMR;UMC;2025;10;0_4;;
Belarus;BLR;EUR;UMC;2025;11;15_64;;
Belarus;BLR;EUR;UMC;2025;2;65+;;
Belarus;BLR;EUR;UMC;2025;3;65+;;
Belarus;BLR;EUR;UMC;2025;12;0_4;;
Belarus;BLR;EUR;UMC;2025;4;65+;;
Belarus;BLR;EUR;UMC;2025;1;0_4;;
Belarus;BLR;EUR;UMC;2025;5;5_14;;
Belarus;BLR;EUR;UMC;2025;12;65+;;
Belarus;BLR;EUR;UMC;2025;6;5_14;;
Belarus;BLR;EUR;UMC;2025;1;15_64;;
Belarus;BLR;EUR;UMC;2025;6;65+;;
Belarus;BLR;EUR;UMC;2025;8;0_4;;
Belarus;BLR;EUR;UMC;2025;9;0_4;;
Andorra;AND;EUR;HIC;2025;4;65+;;
Bermuda;BMU;AMR;HIC;2025;9;15_64;;
Bermuda;BMU;AMR;HIC;2025;8;15_64;;
Bermuda;BMU;AMR;HIC;2025;4;65+;;
Bermuda;BMU;AMR;HIC;2025;4;5_14;;
Bermuda;BMU;AMR;HIC;2025;4;15_64;;
Bermuda;BMU;AMR;HIC;2025;4;0_4;;
Bermuda;BMU;AMR;HIC;2025;3;65+;;
Bermuda;BMU;AMR;HIC;2025;3;5_14;;
Bermuda;BMU;AMR;HIC;2025;3;15_64;;
Bermuda;BMU;AMR;HIC;2025;2;65+;;
Bermuda;BMU;AMR;HIC;2025;11;65+;;
Bermuda;BMU;AMR;HIC;2025;2;5_14;;
Bermuda;BMU;AMR;HIC;2025;12;15_64;;
Bermuda;BMU;AMR;HIC;2025;10;65+;;
Bermuda;BMU;AMR;HIC;2025;2;15_64;;
Bermuda;BMU;AMR;HIC;2025;10;15_64;;
Albania;ALB;EUR;UMC;2025;6;0_4;;
Bermuda;BMU;AMR;HIC;2025;10;0_4;;
Bermuda;BMU;AMR;HIC;2025;9;5_14;;
Brazil;BRA;AMR;UMC;2025;1;0_4;18;
Brazil;BRA;AMR;UMC;2025;1;5_14;2;
Andorra;AND;EUR;HIC;2025;10;0_4;;
Belarus;BLR;EUR;UMC;2025;10;5_14;;
Belarus;BLR;EUR;UMC;2025;11;5_14;;
Andorra;AND;EUR;HIC;2025;10;5_14;;
Andorra;AND;EUR;HIC;2025;11;0_4;;
Antigua and Barbuda;ATG;AMR;HIC;2025;10;5_14;;
Antigua and Barbuda;ATG;AMR;HIC;2025;8;15_64;;
Antigua and Barbuda;ATG;AMR;HIC;2025;10;0_4;;
Antigua and Barbuda;ATG;AMR;HIC;2025;7;65+;;
Antigua and Barbuda;ATG;AMR;HIC;2025;5;5_14;;
Brazil;BRA;AMR;UMC;2025;3;65+;83;
Brazil;BRA;AMR;UMC;2025;3;0_4;4;
Brazil;BRA;AMR;UMC;2025;2;65+;182;
Brazil;BRA;AMR;UMC;2025;2;5_14;0;
Brazil;BRA;AMR;UMC;2025;1;65+;229;
Aruba;ABW;AMR;HIC;2025;11;65+;;
Bulgaria;BGR;EUR;HIC;2025;12;65+;;
Brazil;BRA;AMR;UMC;2025;1;15_64;63;
Bulgaria;BGR;EUR;HIC;2025;5;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;3;65+;;
Bulgaria;BGR;EUR;HIC;2025;4;15_64;;
Bulgaria;BGR;EUR;HIC;2025;12;5_14;;
Austria;AUT;EUR;HIC;2025;11;15_64;;
Austria;AUT;EUR;HIC;2025;12;15_64;;
Austria;AUT;EUR;HIC;2025;2;15_64;;
Botswana;BWA;AFR;UMC;2025;9;15_64;;
Aland Islands;ALA;EUR;;2025;5;5_14;;
Austria;AUT;EUR;HIC;2025;11;5_14;;
Austria;AUT;EUR;HIC;2025;9;65+;;
Austria;AUT;EUR;HIC;2025;3;15_64;;
Bulgaria;BGR;EUR;HIC;2025;8;15_64;;
Antigua and Barbuda;ATG;AMR;HIC;2025;5;0_4;;
Austria;AUT;EUR;HIC;2025;12;65+;;
Andorra;AND;EUR;HIC;2025;12;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;5;65+;
Bulgaria;BGR;EUR;HIC;2025;7;15_64;;
Austria;AUT;EUR;HIC;2025;4;15_64;;
Aland Islands;ALA;EUR;;2025;5;0_4;;
Aland Islands;ALA;EUR;;2025;5;65+;;
Austria;AUT;EUR;HIC;2025;1;15_64;;
Austria;AUT;EUR;HIC;2025;9;5_14;;
Austria;AUT;EUR;HIC;2025;6;15_64;;
Austria;AUT;EUR;HIC;2025;12;5_14;;
Austria;AUT;EUR;HIC;2025;4;0_4;;
Austria;AUT;EUR;HIC;2025;7;0_4;;
Botswana;BWA;AFR;UMC;2025;8;15_64;;
Aland Islands;ALA;EUR;;2025;6;5_14;;
Austria;AUT;EUR;HIC;2025;7;65+;;
Antigua and Barbuda;ATG;AMR;HIC;2025;6;0_4;;
Austria;AUT;EUR;HIC;2025;5;15_64;;
Austria;AUT;EUR;HIC;2025;8;0_4;;
Austria;AUT;EUR;HIC;2025;8;5_14;;
Austria;AUT;EUR;HIC;2025;10;15_64;;
Austria;AUT;EUR;HIC;2025;8;65+;;
Aland Islands;ALA;EUR;;2025;6;0_4;;
Botswana;BWA;AFR;UMC;2025;8;65+;;
Austria;AUT;EUR;HIC;2025;9;0_4;;
Austria;AUT;EUR;HIC;2025;10;5_14;;
Austria;AUT;EUR;HIC;2025;5;0_4;;
Aland Islands;ALA;EUR;;2025;4;15_64;;
Bulgaria;BGR;EUR;HIC;2025;6;0_4;;
Austria;AUT;EUR;HIC;2025;5;5_14;;
Bhutan;BTN;SEAR;LMC;2025;3;15_64;;
Azerbaijan;AZE;EUR;UMC;2025;2;5_14;;
British Virgin Islands;VGB;AMR;HIC;2025;4;5_14;0;
British Virgin Islands;VGB;AMR;HIC;2025;8;0_4;0;
Bhutan;BTN;SEAR;LMC;2025;2;5_14;;
British Virgin Islands;VGB;AMR;HIC;2025;5;0_4;0;
British Virgin Islands;VGB;AMR;HIC;2025;1;15_64;0;
British Virgin Islands;VGB;AMR;HIC;2025;8;5_14;0;
British Virgin Islands;VGB;AMR;HIC;2025;5;5_14;0;
British Virgin Islands;VGB;AMR;HIC;2025;2;0_4;0;
British Virgin Islands;VGB;AMR;HIC;2025;8;65+;0;
Bhutan;BTN;SEAR;LMC;2025;10;5_14;;
Bolivia (Plurinational State of);BOL;AMR;LMC;2025;6;65+;0;
Azerbaijan;AZE;EUR;UMC;2025;2;15_64;;
British Virgin Islands;VGB;AMR;HIC;2025;6;15_64;0;
British Virgin Islands;VGB;AMR;HIC;2025;2;5_14;0;
British Virgin Islands;VGB;AMR;HIC;2025;11;15_64;0;
British Virgin Islands;VGB;AMR;HIC;2025;3;65+;0;
Austria;AUT;EUR;HIC;2025;3;0_4;;
Bhutan;BTN;SEAR;LMC;2025;7;65+;;
Bolivia (Plurinational State of);BOL;AMR;LMC;2025;7;15_64;0;
Bhutan;BTN;SEAR;LMC;2025;1;65+;;
Bulgaria;BGR;EUR;HIC;2025;5;0_4;;
Aland Islands;ALA;EUR;;2025;3;15_64;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;11;15_64;
Austria;AUT;EUR;HIC;2025;5;65+;;
Bulgaria;BGR;EUR;HIC;2025;4;65+;;
Aland Islands;ALA;EUR;;2025;2;15_64;;
Bulgaria;BGR;EUR;HIC;2025;3;65+;;
Bhutan;BTN;SEAR;LMC;2025;6;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;2;65+;;
Bulgaria;BGR;EUR;HIC;2025;2;65+;;
Austria;AUT;EUR;HIC;2025;6;5_14;;
Bhutan;BTN;SEAR;LMC;2025;2;15_64;;
Bulgaria;BGR;EUR;HIC;2025;1;65+;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;5;0_4;
Austria;AUT;EUR;HIC;2025;6;65+;;
Austria;AUT;EUR;HIC;2025;10;0_4;;
Bhutan;BTN;SEAR;LMC;2025;2;0_4;;
Botswana;BWA;AFR;UMC;2025;7;65+;;
Austria;AUT;EUR;HIC;2025;12;0_4;;
Austria;AUT;EUR;HIC;2025;4;5_14;;
Algeria;DZA;AFR;UMC;2025;8;5_14;;
Azerbaijan;AZE;EUR;UMC;2025;3;5_14;;
Algeria;DZA;AFR;UMC;2025;6;65+;;
Bonaire; Sint Eustatius and Saba;BES;AMR;;2025;6;65+;
Azerbaijan;AZE;EUR;UMC;2025;5;0_4;;
Azerbaijan;AZE;EUR;UMC;2025;3;15_64;;
Bonaire;XAA;AMR;;2025;6;65+;;
Bonaire;XAA;AMR;;2025;10;5_14;;
Algeria;DZA;AFR;UMC;2025;7;65+;;
Antigua and Barbuda;ATG;AMR;HIC;2025;7;15_64;;
Bonaire;XAA;AMR;;2025;4;5_14;;
Algeria;DZA;AFR;UMC;2025;5;65+;;
Bonaire;XAA;AMR;;2025;10;0_4;;
Bonaire;XAA;AMR;;2025;4;0_4;;
Algeria;DZA;AFR;UMC;2025;7;5_14;;
Algeria;DZA;AFR;UMC;2025;4;15_64;;
Algeria;DZA;AFR;UMC;2025;6;15_64;;
Bolivia (Plurinational State of);BOL;AMR;LMC;2025;9;15_64;0;
Bonaire;XAA;AMR;;2025;9;15_64;;
Afghanistan;AFG;EMR;LIC;2025;1;5_14;;
British Virgin Islands;VGB;AMR;HIC;2025;4;0_4;0;
